HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00036/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00036/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: LocoRoco Cocoreccho!™
LDR: ! Serial: NPEA00036
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x462c690000, g_priv_addr = 0x472c690000
MEM: ! Memory initialized.
LDR: ! Imported function 'cellFontDestroyRenderer' in 'cellFont' module (0x2ef3b0)
LDR: ! Imported function 'cellFontSetupRenderScalePixel' in 'cellFont' module (0x2ef3d0)
LDR: ! Imported function 'cellFontSetEffectWeight' in 'cellFont' module (0x2ef3f0)
LDR: E Unimplemented function 'cellFontGetScalePixel' in 'cellFont' module (0x2ef410)
LDR: ! Imported function 'cellFontSetScalePixel' in 'cellFont' module (0x2ef430)
LDR: ! Imported function 'cellFontEndLibrary' in 'cellFont' module (0x2ef450)
LDR: ! Imported function 'cellFontBindRenderer' in 'cellFont' module (0x2ef470)
LDR: ! Imported function 'cellFontSetupRenderEffectSlant' in 'cellFont' module (0x2ef490)
LDR: ! Imported function 'cellFontEnd' in 'cellFont' module (0x2ef4b0)
LDR: ! Imported function 'cellFontSetEffectSlant' in 'cellFont' module (0x2ef4d0)
LDR: ! Imported function 'cellFontRenderCharGlyphImage' in 'cellFont' module (0x2ef4f0)
LDR: ! Imported function 'cellFontRenderSurfaceInit' in 'cellFont' module (0x2ef510)
LDR: ! Imported function 'cellFontOpenFontMemory' in 'cellFont' module (0x2ef530)
LDR: ! Imported function 'cellFontSetupRenderEffectWeight' in 'cellFont' module (0x2ef550)
LDR: ! Imported function 'cellFontCloseFont' in 'cellFont' module (0x2ef570)
LDR: ! Imported function 'cellFontRenderSurfaceSetScissor' in 'cellFont' module (0x2ef590)
LDR: ! Imported function 'cellFontGetCharGlyphMetrics' in 'cellFont' module (0x2ef5b0)
LDR: ! Imported function 'cellFontInitializeWithRevision' in 'cellFont' module (0x2ef5d0)
LDR: ! Imported function 'cellFontUnbindRenderer' in 'cellFont' module (0x2ef5f0)
LDR: ! Imported function 'cellFontInitLibraryFreeTypeWithRevision' in 'cellFontFT' module (0x2ef610)
LDR: ! Imported function 'cellFsRmdir' in 'sys_fs' module (0x2ef630)
LDR: ! Imported function 'cellFsClose' in 'sys_fs' module (0x2ef650)
LDR: ! Imported function 'cellFsOpendir' in 'sys_fs' module (0x2ef670)
LDR: ! Imported function 'cellFsRead' in 'sys_fs' module (0x2ef690)
LDR: ! Imported function 'cellFsReaddir' in 'sys_fs' module (0x2ef6b0)
LDR: ! Imported function 'cellFsOpen' in 'sys_fs' module (0x2ef6d0)
LDR: ! Imported function 'cellFsStat' in 'sys_fs' module (0x2ef6f0)
LDR: ! Imported function 'cellFsUnlink' in 'sys_fs' module (0x2ef710)
LDR: ! Imported function 'cellFsLseek' in 'sys_fs' module (0x2ef730)
LDR: ! Imported function 'cellFsMkdir' in 'sys_fs' module (0x2ef750)
LDR: ! Imported function 'cellFsWrite' in 'sys_fs' module (0x2ef770)
LDR: ! Imported function 'cellFsRename' in 'sys_fs' module (0x2ef790)
LDR: ! Imported function 'cellFsClosedir' in 'sys_fs' module (0x2ef7b0)
LDR: ! Imported function 'cellGcmGetTiledPitchSize' in 'cellGcmSys' module (0x2ef7d0)
LDR: ! Imported function '_cellGcmInitBody' in 'cellGcmSys' module (0x2ef7f0)
LDR: ! Imported function 'cellGcmAddressToOffset' in 'cellGcmSys' module (0x2ef810)
LDR: ! Imported function '_cellGcmFunc15' in 'cellGcmSys' module (0x2ef830)
LDR: ! Imported function 'cellGcmSetFlipMode' in 'cellGcmSys' module (0x2ef850)
LDR: ! Imported function 'cellGcmGetLastFlipTime' in 'cellGcmSys' module (0x2ef870)
LDR: ! Imported function 'cellGcmGetFlipStatus' in 'cellGcmSys' module (0x2ef890)
LDR: ! Imported function 'cellGcmSetWaitFlip' in 'cellGcmSys' module (0x2ef8b0)
LDR: ! Imported function 'cellGcmMapMainMemory' in 'cellGcmSys' module (0x2ef8d0)
LDR: ! Imported function 'cellGcmSetFlipHandler' in 'cellGcmSys' module (0x2ef8f0)
LDR: ! Imported function 'cellGcmSetDisplayBuffer' in 'cellGcmSys' module (0x2ef910)
LDR: ! Imported function 'cellGcmGetControlRegister' in 'cellGcmSys' module (0x2ef930)
LDR: ! Imported function 'cellGcmSetVBlankHandler' in 'cellGcmSys' module (0x2ef950)
LDR: ! Imported function 'cellGcmResetFlipStatus' in 'cellGcmSys' module (0x2ef970)
LDR: ! Imported function 'cellGcmSetDefaultCommandBuffer' in 'cellGcmSys' module (0x2ef990)
LDR: ! Imported function 'cellGcmSetTile' in 'cellGcmSys' module (0x2ef9b0)
LDR: ! Imported function 'cellGcmSetZcull' in 'cellGcmSys' module (0x2ef9d0)
LDR: ! Imported function 'cellGcmSetFlip' in 'cellGcmSys' module (0x2ef9f0)
LDR: ! Imported function 'cellGcmGetConfiguration' in 'cellGcmSys' module (0x2efa10)
LDR: ! Imported function 'cellGcmGetLabelAddress' in 'cellGcmSys' module (0x2efa30)
LDR: ! Imported function 'cellPadInit' in 'sys_io' module (0x2efa50)
LDR: ! Imported function 'cellPadGetInfo' in 'sys_io' module (0x2efa70)
LDR: ! Imported function 'cellPadEnd' in 'sys_io' module (0x2efa90)
LDR: ! Imported function 'cellPadInfoSensorMode' in 'sys_io' module (0x2efab0)
LDR: ! Imported function 'cellPadGetData' in 'sys_io' module (0x2efad0)
LDR: ! Imported function 'cellPadSetSensorMode' in 'sys_io' module (0x2efaf0)
LDR: ! Imported function 'cellPadSetPressMode' in 'sys_io' module (0x2efb10)
LDR: ! Imported function 'sys_lwmutex_lock' in 'sysPrxForUser' module (0x2efb30)
LDR: ! Imported function 'sys_lwmutex_unlock' in 'sysPrxForUser' module (0x2efb50)
LDR: ! Imported function 'sys_ppu_thread_create' in 'sysPrxForUser' module (0x2efb70)
LDR: ! Imported function '_sys_process_atexitspawn' in 'sysPrxForUser' module (0x2efb90)
LDR: ! Imported function 'sys_lwmutex_create' in 'sysPrxForUser' module (0x2efbb0)
LDR: ! Imported function 'sys_ppu_thread_get_id' in 'sysPrxForUser' module (0x2efbd0)
LDR: ! Imported function 'sys_initialize_tls' in 'sysPrxForUser' module (0x2efbf0)
LDR: ! Imported function 'sys_time_get_system_time' in 'sysPrxForUser' module (0x2efc10)
LDR: ! Imported function 'sys_prx_exitspawn_with_level' in 'sysPrxForUser' module (0x2efc30)
LDR: ! Imported function 'sys_ppu_thread_exit' in 'sysPrxForUser' module (0x2efc50)
LDR: ! Imported function 'sys_lwmutex_destroy' in 'sysPrxForUser' module (0x2efc70)
LDR: ! Imported function 'sys_process_exit' in 'sysPrxForUser' module (0x2efc90)
LDR: ! Imported function 'sys_net_initialize_network_ex' in 'sys_net' module (0x2efcb0)
LDR: ! Imported function 'listen' in 'sys_net' module (0x2efcd0)
LDR: ! Imported function 'socketclose' in 'sys_net' module (0x2efcf0)
LDR: ! Imported function 'inet_ntoa' in 'sys_net' module (0x2efd10)
LDR: ! Imported function 'setsockopt' in 'sys_net' module (0x2efd30)
LDR: ! Imported function 'socket' in 'sys_net' module (0x2efd50)
LDR: ! Imported function 'shutdown' in 'sys_net' module (0x2efd70)
LDR: ! Imported function 'bind' in 'sys_net' module (0x2efd90)
LDR: ! Imported function 'sys_net_finalize_network' in 'sys_net' module (0x2efdb0)
LDR: ! Imported function 'accept' in 'sys_net' module (0x2efdd0)
LDR: ! Imported function 'send' in 'sys_net' module (0x2efdf0)
LDR: ! Imported function 'recv' in 'sys_net' module (0x2efe10)
LDR: ! Imported function 'cellNetCtlNetStartDialogLoadAsync' in 'cellNetCtl' module (0x2efe30)
LDR: ! Imported function 'cellNetCtlAddHandler' in 'cellNetCtl' module (0x2efe50)
LDR: ! Imported function 'cellNetCtlNetStartDialogUnloadAsync' in 'cellNetCtl' module (0x2efe70)
LDR: ! Imported function 'cellNetCtlTerm' in 'cellNetCtl' module (0x2efe90)
LDR: ! Imported function 'cellNetCtlDelHandler' in 'cellNetCtl' module (0x2efeb0)
LDR: ! Imported function 'cellNetCtlInit' in 'cellNetCtl' module (0x2efed0)
LDR: ! Imported function 'cellPamfStreamTypeToEsFilterId' in 'cellPamf' module (0x2efef0)
LDR: ! Imported function 'cellPamfReaderSetStreamWithTypeAndIndex' in 'cellPamf' module (0x2eff10)
LDR: ! Imported function 'cellPamfGetStreamOffsetAndSize' in 'cellPamf' module (0x2eff30)
LDR: ! Imported function 'cellPamfReaderGetStreamInfo' in 'cellPamf' module (0x2eff50)
LDR: ! Imported function 'cellPamfReaderGetStreamTypeAndChannel' in 'cellPamf' module (0x2eff70)
LDR: ! Imported function 'cellPamfReaderInitialize' in 'cellPamf' module (0x2eff90)
LDR: ! Imported function 'cellPamfGetHeaderSize' in 'cellPamf' module (0x2effb0)
LDR: ! Imported function 'cellPamfReaderGetNumberOfSpecificStreams' in 'cellPamf' module (0x2effd0)
LDR: ! Imported function 'cellRescGcmSurface2RescSrc' in 'cellResc' module (0x2efff0)
LDR: ! Imported function 'cellRescSetWaitFlip' in 'cellResc' module (0x2f0010)
LDR: ! Imported function 'cellRescSetDsts' in 'cellResc' module (0x2f0030)
LDR: ! Imported function 'cellRescResetFlipStatus' in 'cellResc' module (0x2f0050)
LDR: ! Imported function 'cellRescSetDisplayMode' in 'cellResc' module (0x2f0070)
LDR: ! Imported function 'cellRescSetConvertAndFlip' in 'cellResc' module (0x2f0090)
LDR: ! Imported function 'cellRescSetFlipHandler' in 'cellResc' module (0x2f00b0)
LDR: ! Imported function 'cellRescInit' in 'cellResc' module (0x2f00d0)
LDR: ! Imported function 'cellRescGetBufferSize' in 'cellResc' module (0x2f00f0)
LDR: ! Imported function 'cellRescGetLastFlipTime' in 'cellResc' module (0x2f0110)
LDR: ! Imported function 'cellRescSetSrc' in 'cellResc' module (0x2f0130)
LDR: ! Imported function 'cellRescSetBufferAddress' in 'cellResc' module (0x2f0150)
LDR: ! Imported function 'cellRescGetFlipStatus' in 'cellResc' module (0x2f0170)
LDR: ! Imported function 'cellRescVideoOutResolutionId2RescBufferMode' in 'cellResc' module (0x2f0190)
LDR: ! Imported function 'cellRescSetVBlankHandler' in 'cellResc' module (0x2f01b0)
LDR: ! Imported function 'cellRtcSetTick' in 'cellRtc' module (0x2f01d0)
LDR: ! Imported function 'cellRtcGetCurrentTick' in 'cellRtc' module (0x2f01f0)
LDR: ! Imported function 'cellRtcConvertUtcToLocalTime' in 'cellRtc' module (0x2f0210)
LDR: ! Imported function 'cellSpursEventFlagDetachLv2EventQueue' in 'cellSpurs' module (0x2f0230)
LDR: ! Imported function 'cellSpursEventFlagWait' in 'cellSpurs' module (0x2f0250)
LDR: ! Imported function 'cellSpursDetachLv2EventQueue' in 'cellSpurs' module (0x2f0270)
LDR: ! Imported function '_cellSpursEventFlagInitialize' in 'cellSpurs' module (0x2f0290)
LDR: ! Imported function 'cellSpursCreateJobChain' in 'cellSpurs' module (0x2f02b0)
LDR: ! Imported function 'cellSpursJobGuardInitialize' in 'cellSpurs' module (0x2f02d0)
LDR: ! Imported function 'cellSpursShutdownJobChain' in 'cellSpurs' module (0x2f02f0)
LDR: ! Imported function 'cellSpursEventFlagAttachLv2EventQueue' in 'cellSpurs' module (0x2f0310)
LDR: ! Imported function 'cellSpursJoinJobChain' in 'cellSpurs' module (0x2f0330)
LDR: ! Imported function 'cellSpursInitialize' in 'cellSpurs' module (0x2f0350)
LDR: ! Imported function 'cellSpursAttachLv2EventQueue' in 'cellSpurs' module (0x2f0370)
LDR: ! Imported function 'cellSpursKickJobChain' in 'cellSpurs' module (0x2f0390)
LDR: ! Imported function 'cellSpursFinalize' in 'cellSpurs' module (0x2f03b0)
LDR: ! Imported function 'cellSpursJobGuardNotify' in 'cellSpurs' module (0x2f03d0)
LDR: ! Imported function 'cellSysmoduleUnloadModule' in 'cellSysmodule' module (0x2f03f0)
LDR: ! Imported function 'cellSysmoduleLoadModule' in 'cellSysmodule' module (0x2f0410)
LDR: ! Imported function 'sceNpScoreGetRankingByRangeAsync' in 'sceNp' module (0x2f0430)
LDR: ! Imported function 'sceNpScoreDestroyTitleCtx' in 'sceNp' module (0x2f0450)
LDR: ! Imported function 'sceNpScoreInit' in 'sceNp' module (0x2f0470)
LDR: ! Imported function 'sceNpScoreGetRankingByNpIdAsync' in 'sceNp' module (0x2f0490)
LDR: ! Imported function 'sceNpTerm' in 'sceNp' module (0x2f04b0)
LDR: ! Imported function 'sceNpManagerUnregisterCallback' in 'sceNp' module (0x2f04d0)
LDR: ! Imported function 'sceNpScoreCreateTransactionCtx' in 'sceNp' module (0x2f04f0)
LDR: ! Imported function 'sceNpScoreTerm' in 'sceNp' module (0x2f0510)
LDR: ! Imported function 'sceNpScorePollAsync' in 'sceNp' module (0x2f0530)
LDR: ! Imported function 'sceNpManagerGetStatus' in 'sceNp' module (0x2f0550)
LDR: ! Imported function 'sceNpDrmIsAvailable' in 'sceNp' module (0x2f0570)
LDR: ! Imported function 'sceNpManagerGetAccountRegion' in 'sceNp' module (0x2f0590)
LDR: ! Imported function 'sceNpScoreCreateTitleCtx' in 'sceNp' module (0x2f05b0)
LDR: ! Imported function 'sceNpInit' in 'sceNp' module (0x2f05d0)
LDR: ! Imported function 'sceNpScoreDestroyTransactionCtx' in 'sceNp' module (0x2f05f0)
LDR: ! Imported function 'sceNpUtilCmpNpId' in 'sceNp' module (0x2f0610)
LDR: ! Imported function 'sceNpManagerRegisterCallback' in 'sceNp' module (0x2f0630)
LDR: ! Imported function 'sceNpScoreAbortTransaction' in 'sceNp' module (0x2f0650)
LDR: ! Imported function 'sceNpScoreRecordScoreAsync' in 'sceNp' module (0x2f0670)
LDR: ! Imported function 'sceNpManagerGetNpId' in 'sceNp' module (0x2f0690)
LDR: ! Imported function 'cellSysutilUnregisterCallback' in 'cellSysutil' module (0x2f06b0)
LDR: ! Imported function 'cellVideoOutConfigure' in 'cellSysutil' module (0x2f06d0)
LDR: ! Imported function 'cellSysutilCheckCallback' in 'cellSysutil' module (0x2f06f0)
LDR: ! Imported function 'cellMsgDialogOpenErrorCode' in 'cellSysutil' module (0x2f0710)
LDR: ! Imported function 'cellSysutilGetSystemParamInt' in 'cellSysutil' module (0x2f0730)
LDR: ! Imported function 'cellAudioOutConfigure' in 'cellSysutil' module (0x2f0750)
LDR: ! Imported function 'cellMsgDialogOpen2' in 'cellSysutil' module (0x2f0770)
LDR: ! Imported function 'cellAudioOutGetDeviceInfo' in 'cellSysutil' module (0x2f0790)
LDR: ! Imported function 'cellVideoOutGetState' in 'cellSysutil' module (0x2f07b0)
LDR: ! Imported function 'cellSaveDataAutoSave2' in 'cellSysutil' module (0x2f07d0)
LDR: ! Imported function 'cellHddGameCheck' in 'cellSysutil' module (0x2f07f0)
LDR: ! Imported function 'cellSysutilGetSystemParamString' in 'cellSysutil' module (0x2f0810)
LDR: ! Imported function 'cellSysutilRegisterCallback' in 'cellSysutil' module (0x2f0830)
LDR: E Unimplemented function 'cellHddGameExitBroken' in 'cellSysutil' module (0x2f0850)
LDR: ! Imported function 'cellAudioOutGetSoundAvailability' in 'cellSysutil' module (0x2f0870)
LDR: ! Imported function 'cellAudioOutSetCopyControl' in 'cellSysutil' module (0x2f0890)
LDR: ! Imported function 'cellVideoOutGetResolution' in 'cellSysutil' module (0x2f08b0)
LDR: ! Imported function 'cellSaveDataDelete2' in 'cellSysutil' module (0x2f08d0)
LDR: ! Imported function 'cellSaveDataAutoLoad2' in 'cellSysutil' module (0x2f08f0)
LDR: ! Imported function 'cellVdecClose' in 'libvdec' module (0x2f0910)
LDR: ! Imported function 'cellVdecGetPicItem' in 'libvdec' module (0x2f0930)
LDR: ! Imported function 'cellVdecDecodeAu' in 'libvdec' module (0x2f0950)
LDR: ! Imported function 'cellVdecGetPicture' in 'libvdec' module (0x2f0970)
LDR: ! Imported function 'cellVdecOpen' in 'libvdec' module (0x2f0990)
LDR: ! Imported function 'cellVdecStartSeq' in 'libvdec' module (0x2f09b0)
LDR: ! Imported function 'cellVdecQueryAttr' in 'libvdec' module (0x2f09d0)
HLE: ! sysPrxForUser: Thread Local Storage initialized (g_tls_start=0x324000, user_size=0x160)
*** TLS segment addr: 0x003239f8
*** TLS segment size: 0x0000000c
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113eecf0, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 3
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113eed08, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 4
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000020, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 5
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000050, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 6
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000080, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 7
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200000b0, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 8
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200000e0, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 9
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000110, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 10
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000140, attr_addr=0x10017b64)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 11
HLE: W {PPU[1] Thread (main_thread)[0x0001f614]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
TTY: --start--\n
HLE: W {PPU[1] Thread (main_thread)[0x000138c4]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 12
HLE: W {PPU[1] Thread (main_thread)[0x000138dc]} sys_cond: *** cond created [] (mutex_id=12): id = 13
HLE: W {PPU[1] Thread (main_thread)[0x0001333c]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 14
HLE: W {PPU[1] Thread (main_thread)[0x00013354]} sys_cond: *** cond created [] (mutex_id=14): id = 15
HLE: W {PPU[1] Thread (main_thread)[0x002efb70]} sys_ppu_thread: sys_ppu_thread_create: stacksize increased from 0x800 to 0x1000.
HLE: ! {PPU[1] Thread (main_thread)[0x002efb70]} sys_ppu_thread: *** New PPU Thread [ptnCallbackTh] (joinable, entry=0x301830): id = 16
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0000: CELL_SYSMODULE_NET)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0005: CELL_SYSMODULE_VDEC)
HLE: W {PPU[16] Thread (ptnCallbackTh)[0x002f0830]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0x301fb0, userdata=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0006: CELL_SYSMODULE_ADEC)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0007: CELL_SYSMODULE_DMUX)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0008: CELL_SYSMODULE_VPOST)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0009: CELL_SYSMODULE_RTC)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0012: CELL_SYSMODULE_PAMF)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0014: CELL_SYSMODULE_NETCTL)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0016: CELL_SYSMODULE_SYSUTIL_NP)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0019: CELL_SYSMODULE_FONT)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x001a: CELL_SYSMODULE_FONTFT)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x001b: CELL_SYSMODULE_FREETYPE)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x001c: CELL_SYSMODULE_USBD)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x001f: CELL_SYSMODULE_RESC)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0024: CELL_SYSMODULE_VDEC_MPEG2)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0025: CELL_SYSMODULE_VDEC_AVC)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0026: CELL_SYSMODULE_ADEC_LPCM)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0027: CELL_SYSMODULE_ADEC_AC3)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0028: CELL_SYSMODULE_ADEC_ATX)
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x0029: CELL_SYSMODULE_ADEC_AT3)
